,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Vab ,Rab ,Name,Cole Tau,Cole M,Cole rms
,72.00,65.00,21.00,20.00,1080231.00,0.00,0.41,-6.67,-54.453,2.475,2000,1.28,0.08,0.31,0.56,0.63,1.20,0.37,0.38,0.49,0.40,0.43,0.20,0.62,0.27,0.34,0.42,0.31,0.31,0.62,0.11,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,20.00,12.00,54762.84,0.00,-3.79,-18.78,-17.045,2.475,2000,-0.56,-4.55,-4.44,-5.11,-5.91,-6.09,-3.11,-3.43,-2.66,-2.85,-2.78,-2.57,-4.11,-2.76,-3.35,-3.11,-3.83,-4.05,-5.21,-5.02,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,12.00,4.00,110196.32,0.00,-6.81,35.87,-22.297,2.475,2000,-4.95,-6.31,-6.53,-6.69,-6.50,-5.19,-6.26,-5.76,-5.86,-5.86,-5.84,-6.90,-5.76,-6.42,-6.48,-6.47,-6.69,-7.72,-7.87,-9.61,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,23.00,71.00,-912.74,0.00,-1.14,-25.03,308.905,2.541,2000,-0.25,-1.65,-1.62,-1.58,-1.51,-1.46,-1.38,-1.33,-1.30,-1.26,-1.25,-1.21,-1.18,-1.18,-1.13,-1.11,-1.06,-0.98,-0.98,-0.86,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.8,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,71.00,24.00,-863.84,0.00,-1.22,9.81,-292.412,2.541,2000,-0.32,-1.68,-1.77,-1.67,-1.58,-1.45,-1.40,-1.42,-1.39,-1.36,-1.31,-1.34,-1.26,-1.28,-1.22,-1.19,-1.14,-1.07,-1.05,-0.96,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.8,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,24.00,16.00,61751.54,0.00,1.61,-2.27,-25.124,2.541,2000,4.01,2.59,2.16,1.54,2.25,2.56,2.85,1.40,1.54,1.87,2.37,1.15,1.57,2.04,0.98,1.89,1.03,1.19,1.41,1.10,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.8,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,16.00,15.00,457953.28,0.00,-3.27,30.87,-17.575,2.541,2000,-6.51,-8.35,-6.68,-6.41,-5.12,-5.50,-4.55,-4.80,-4.26,-5.33,-4.67,-4.55,-3.95,-2.78,-1.48,-2.45,-2.34,-1.92,-1.69,-0.92,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.8,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,25.00,71.00,-1804.22,0.00,-0.60,-92.93,114.650,0.477,2000,1.87,-0.27,-0.64,-0.71,-0.77,-0.72,-0.77,-0.80,-0.84,-0.68,-0.88,-0.68,-0.77,-0.69,-0.59,-0.68,-0.61,-0.67,-0.53,-0.47,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,2,4.4,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,71.00,26.00,-1847.19,0.00,-0.39,52.79,-117.405,0.477,2000,1.99,-0.12,-0.36,-0.37,-0.52,-0.48,-0.57,-0.63,-0.68,-0.42,-0.56,-0.47,-0.50,-0.44,-0.44,-0.52,-0.40,-0.44,-0.34,-0.33,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,2,4.4,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,26.00,25.00,-218093.33,0.00,4.18,41.31,15.605,2.519,2000,16.50,11.35,10.81,9.67,8.21,8.18,8.63,6.49,6.91,5.41,4.99,4.68,3.97,3.61,3.00,2.39,1.71,2.06,0.53,0.96,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,25.00,17.00,-124754.38,0.00,0.70,-35.23,53.605,2.519,2000,-0.31,-0.79,-0.17,-0.32,0.09,0.06,-0.08,-0.28,-0.29,0.23,0.45,0.19,0.51,0.63,0.79,1.08,1.23,1.35,1.68,1.42,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,27.00,71.00,-1442.34,0.00,-0.54,-73.74,92.073,0.479,2000,0.86,-0.59,-0.71,-0.78,-0.69,-0.43,-0.51,-0.73,-0.69,-0.61,-0.56,-0.45,-0.66,-0.41,-0.55,-0.67,-0.47,-0.50,-0.59,-0.47,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,2,4.3,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,71.00,28.00,-1126.93,0.00,-0.82,45.75,-71.956,0.479,2000,-0.26,-1.07,-1.18,-1.37,-1.11,-0.99,-0.99,-1.01,-0.95,-0.88,-0.76,-0.74,-0.68,-0.65,-0.74,-0.89,-0.79,-0.62,-0.93,-0.64,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,2,4.3,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,28.00,27.00,1344161.38,0.00,0.63,18.12,-111.187,2.521,2000,2.14,0.76,0.81,0.82,0.95,0.83,0.62,0.93,0.65,0.62,0.39,0.71,0.53,0.64,0.56,0.64,0.56,0.50,0.47,0.42,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,27.00,26.00,1875995.75,0.00,0.53,-32.46,-144.255,2.521,2000,2.33,0.95,0.85,0.64,0.50,0.43,0.60,0.31,0.25,0.37,0.50,0.30,0.36,0.31,0.41,0.44,0.55,0.56,0.60,0.61,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
,72.00,65.00,26.00,18.00,-199692.72,0.00,1.23,-14.39,91.635,2.521,2000,3.24,1.99,1.96,1.69,1.46,1.37,1.48,0.89,1.00,0.90,1.28,0.98,1.21,1.23,1.04,0.94,1.10,1.44,1.14,1.11,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,160,160,160,160,160,160,1,10,3.9,MALMIP1201,0.0,0.00,0.0
