2410
1	1 1	1 3	1 2	1 4	181.34339634954247
2	1 1	1 3	1 4	1 6	-74.11712511252861
3	1 1	1 3	1 6	1 8	-13.410612417242241
4	1 1	1 3	1 8	1 10	-82.7192256902585
5	1 1	1 3	1 10	1 12	100.33821169493191
6	1 1	1 3	1 12	1 14	-12.56946936670683
7	1 1	1 3	1 14	1 16	-7.874466558905912
8	1 1	1 3	1 16	1 18	-72.07869027908819
9	1 1	1 3	1 18	1 20	62.66097095642424
10	1 1	1 3	1 20	1 22	7.4669571672646065
11	1 1	1 3	1 5	1 7	-26.380219167672877
12	1 1	1 3	1 7	1 9	-167.4222709671326
13	1 1	1 3	1 9	1 11	162.73630107877085
14	1 1	1 3	1 11	1 13	17.24085549073886
15	1 1	1 3	1 13	1 15	-12.415347995309116
16	1 1	1 3	1 15	1 17	-112.87883165731289
17	1 1	1 3	1 17	1 19	78.23462908467363
18	1 1	1 3	1 19	1 21	29.78086102854013
19	1 1	1 3	1 21	1 23	-0.7668506056428368
20	1 1	1 3	1 23	1 25	-77.20794315470488
21	1 1	1 3	1 22	1 24	-2.1812019273030945
22	1 1	1 3	1 24	1 26	-57.352097677537195
23	1 1	1 3	1 26	1 28	37.94642999840144
24	1 1	1 3	1 28	1 30	12.886200145766763
25	1 1	1 3	1 30	1 32	1.7186909550965188
26	1 1	1 3	1 32	1 34	-44.04052934888447
27	1 1	1 3	1 34	1 36	24.229616825604786
28	1 1	1 3	1 36	1 38	12.111579975134061
29	1 1	1 3	1 38	1 40	3.600868947118438
30	1 1	1 3	1 40	1 42	-33.53637578114721
31	1 1	1 3	1 25	1 27	41.23238457455932
32	1 1	1 3	1 27	1 29	24.64281929971036
33	1 1	1 3	1 29	1 31	5.359751559041331
34	1 1	1 3	1 31	1 33	-53.91915333171698
35	1 1	1 3	1 33	1 35	23.484388369966215
36	1 1	1 3	1 35	1 37	18.706774428055915
37	1 1	1 3	1 37	1 39	7.03411781972806
38	1 1	1 3	1 39	1 41	-38.23158052822903
39	1 1	1 3	1 41	1 43	14.098803753472218
40	1 1	1 3	1 43	1 45	13.388692323217034
41	1 1	1 3	1 42	1 44	15.605153358134768
42	1 1	1 3	1 44	1 46	9.96073912689566
43	1 1	1 3	1 46	1 48	4.147108589494987
44	1 1	1 3	1 48	1 50	-25.556976462477124
45	1 1	1 3	1 50	1 52	10.588991643414317
46	1 1	1 3	1 52	1 54	8.0428798726626
47	1 1	1 3	1 54	1 56	3.8694088510408093
48	1 1	1 3	1 56	1 58	-19.704556748957998
49	1 1	1 3	1 58	1 60	7.490607949466947
50	1 1	1 3	1 60	1 62	6.431058422529182
51	1 1	1 3	1 45	1 47	6.865900610031545
52	1 1	1 3	1 47	1 49	-27.69886879566843
53	1 1	1 3	1 49	1 51	8.787134600378462
54	1 1	1 3	1 51	1 53	9.862659895766715
55	1 1	1 3	1 53	1 55	5.99242419318497
56	1 1	1 3	1 55	1 57	-20.6715573489011
57	1 1	1 3	1 57	1 59	6.054523587767647
58	1 1	1 3	1 59	1 61	7.472440651419083
59	1 1	1 3	1 61	1 63	5.06889405673417
