32557 8652 1 0 4
1 2045 497 6916 7258 1 1
2 4861 7245 7159 7669 2 1
3 2045 7258 6916 7267 3 1
4 3111 6960 7080 8205 4 1
5 5984 6706 4509 7562 5 1
6 6802 7493 4749 8212 6 1
7 2134 6987 7275 7626 7 1
8 718 6756 3044 7816 8 1
9 6710 6721 1689 7886 9 1
10 2815 6681 6914 7736 10 1
11 5467 6963 7359 7462 11 1
12 3 6652 3006 7707 12 1
13 3708 3635 3658 6715 13 1
14 4285 7775 7416 8046 14 1
15 489 6970 6671 7900 15 1
16 4809 7139 5672 7496 16 1
17 1377 6840 6829 7610 17 1
18 4345 7007 7555 8194 18 1
19 1952 6859 6858 8038 19 1
20 7045 7497 6838 7826 20 1
21 6650 6934 2990 7196 21 1
22 2575 3193 7437 8339 22 1
23 7026 7160 4847 7580 23 1
24 9 6681 7049 7622 24 1
25 4521 6173 5581 6736 25 1
26 4676 6889 7161 7468 26 1
27 5876 3946 7224 7307 27 1
28 3148 6675 1460 6908 28 1
29 4651 6969 4144 7031 29 1
30 6829 7604 2469 7644 30 1
31 666 1689 6710 6721 31 1
32 6660 7248 673 7841 32 1
33 2575 3193 6733 7437 33 1
34 6627 6882 4898 7478 34 1
35 1010 6701 6637 7217 35 1
36 4479 6997 6788 7419 36 1
37 7305 7553 7276 8411 37 1
38 558 7249 7278 7527 38 1
39 6999 7371 7114 8532 39 1
40 561 7111 6843 8337 40 1
41 6765 6858 1963 7980 41 1
42 6838 7497 7045 8402 42 1
43 4296 5936 7225 7369 43 1
44 6629 7123 7067 8303 44 1
45 6452 7850 6666 8234 45 1
46 1753 3064 7081 7287 46 1
47 1342 7034 6778 7246 47 1
48 6834 6515 7284 7459 48 1
49 2195 7344 7412 8222 49 1
50 6811 6879 3871 7382 50 1
51 5214 7198 7040 7199 51 1
52 1621 7249 6867 7278 52 1
53 5619 6895 6759 7936 53 1
54 4630 6737 7295 8349 54 1
55 6986 7172 5598 7214 55 1
56 1510 6684 6773 7400 56 1
57 5619 6759 6895 7575 57 1
58 2815 6681 2583 6914 58 1
59 6262 4402 6649 7250 59 1
60 4397 5812 5070 7024 60 1
61 4111 7082 6823 7672 61 1
62 2469 6729 640 7644 62 1
63 7240 7335 4217 7920 63 1
64 6358 7158 6977 8245 64 1
65 2557 6739 6944 7399 65 1
66 3903 6904 7117 7588 66 1
