      0.50000000E-01     -0.50000000E-02      0.48500000E+00
      0.10000000E+00     -0.50000000E-02      0.48500000E+00
      0.15000000E+00     -0.50000000E-02      0.48500000E+00
      0.20000000E+00     -0.50000000E-02      0.48500000E+00
      0.25000000E+00     -0.50000000E-02      0.48500000E+00
      0.30000000E+00     -0.50000000E-02      0.48500000E+00
      0.35000000E+00     -0.50000000E-02      0.48500000E+00
      0.40000000E+00     -0.50000000E-02      0.48500000E+00
      0.50000000E-01      0.00000000E+00      0.42500000E+00
      0.10000000E+00      0.00000000E+00      0.42500000E+00
      0.15000000E+00      0.00000000E+00      0.42500000E+00
      0.20000000E+00      0.00000000E+00      0.42500000E+00
      0.25000000E+00      0.00000000E+00      0.42500000E+00
      0.30000000E+00      0.00000000E+00      0.42500000E+00
      0.35000000E+00      0.00000000E+00      0.42500000E+00
      0.40000000E+00      0.00000000E+00      0.42500000E+00
      0.50000000E-01      0.00000000E+00      0.37500000E+00
      0.10000000E+00      0.00000000E+00      0.37500000E+00
      0.15000000E+00      0.00000000E+00      0.37500000E+00
      0.20000000E+00      0.00000000E+00      0.37500000E+00
      0.25000000E+00      0.00000000E+00      0.37500000E+00
      0.30000000E+00      0.00000000E+00      0.37500000E+00
      0.35000000E+00      0.00000000E+00      0.37500000E+00
      0.40000000E+00      0.00000000E+00      0.37500000E+00
      0.50000000E-01      0.00000000E+00      0.32500000E+00
      0.10000000E+00      0.00000000E+00      0.32500000E+00
      0.15000000E+00      0.00000000E+00      0.32500000E+00
      0.20000000E+00      0.00000000E+00      0.32500000E+00
      0.25000000E+00      0.00000000E+00      0.32500000E+00
      0.30000000E+00      0.00000000E+00      0.32500000E+00
      0.35000000E+00      0.00000000E+00      0.32500000E+00
      0.40000000E+00      0.00000000E+00      0.32500000E+00
      0.50000000E-01      0.00000000E+00      0.27500000E+00
      0.10000000E+00      0.00000000E+00      0.27500000E+00
      0.15000000E+00      0.00000000E+00      0.27500000E+00
      0.20000000E+00      0.00000000E+00      0.27500000E+00
      0.25000000E+00      0.00000000E+00      0.27500000E+00
      0.30000000E+00      0.00000000E+00      0.27500000E+00
      0.35000000E+00      0.00000000E+00      0.27500000E+00
      0.40000000E+00      0.00000000E+00      0.27500000E+00
      0.50000000E-01      0.00000000E+00      0.22500000E+00
      0.10000000E+00      0.00000000E+00      0.22500000E+00
      0.15000000E+00      0.00000000E+00      0.22500000E+00
      0.20000000E+00      0.00000000E+00      0.22500000E+00
      0.25000000E+00      0.00000000E+00      0.22500000E+00
      0.30000000E+00      0.00000000E+00      0.22500000E+00
      0.35000000E+00      0.00000000E+00      0.22500000E+00
      0.40000000E+00      0.00000000E+00      0.22500000E+00
      0.50000000E-01      0.00000000E+00      0.17500000E+00
      0.10000000E+00      0.00000000E+00      0.17500000E+00
      0.15000000E+00      0.00000000E+00      0.17500000E+00
      0.20000000E+00      0.00000000E+00      0.17500000E+00
      0.25022873E+00      0.00000000E+00      0.17632647E+00
      0.30009619E+00      0.00000000E+00      0.17431352E+00
      0.34950057E+00      0.00000000E+00      0.17403851E+00
      0.40008367E+00      0.00000000E+00      0.17368831E+00
      0.50000000E-01      0.00000000E+00      0.12500000E+00
      0.10000000E+00      0.00000000E+00      0.12500000E+00
      0.15000000E+00      0.00000000E+00      0.12500000E+00
      0.20000000E+00      0.00000000E+00      0.12500000E+00
      0.25000000E+00      0.00000000E+00      0.12500000E+00
      0.30000000E+00      0.00000000E+00      0.12500000E+00
      0.35000000E+00      0.00000000E+00      0.12500000E+00
      0.40000000E+00      0.00000000E+00      0.12500000E+00
      0.50000000E-01      0.00000000E+00      0.75000000E-01
      0.10000000E+00      0.00000000E+00      0.75000000E-01
      0.15000000E+00      0.00000000E+00      0.75000000E-01
      0.20000000E+00      0.00000000E+00      0.75000000E-01
      0.25000000E+00      0.00000000E+00      0.75000000E-01
      0.30000000E+00      0.00000000E+00      0.75000000E-01
      0.35000000E+00      0.00000000E+00      0.75000000E-01
      0.40000000E+00      0.00000000E+00      0.75000000E-01
