72,65,71,1
72,65,71,2
72,65,71,3
72,65,71,4
72,65,71,5
72,65,71,6
72,65,71,7
72,65,71,8
72,65,71,9
72,65,71,10
72,65,71,11
72,65,71,12
72,65,71,13
72,65,71,14
72,65,71,15
72,65,71,16
72,65,71,17
72,65,71,18
72,65,71,19
72,65,71,20
72,65,71,21
72,65,71,22
72,65,71,23
72,65,71,24
72,65,71,25
72,65,71,26
72,65,71,27
72,65,71,28
72,65,71,29
72,65,71,30
72,65,71,31
72,65,71,32
72,65,71,33
72,65,71,34
72,65,71,35
72,65,71,36
72,65,71,37
72,65,71,38
72,65,71,39
72,65,71,40
72,65,71,41
72,65,71,42
72,65,71,43
72,65,71,44
72,65,71,45
72,65,71,46
72,65,71,47
72,65,71,48
72,65,71,49
72,65,71,50
72,65,71,51
72,65,71,52
72,65,71,53
72,65,71,54
72,65,71,55
72,65,71,56
72,65,71,57
72,65,71,58
72,65,71,59
72,65,71,60
72,65,71,61
72,65,71,62
72,65,71,63
72,65,71,64
72,65,71,66
72,65,71,67
72,65,71,68
72,65,71,69
72,65,71,70
72,65,71,63
72,65,71,70
72,65,71,62
72,65,2,1
72,65,4,3
72,65,3,2
72,65,6,5
72,65,8,7
72,65,7,6
72,65,10,9
72,65,9,1
72,65,14,13
72,65,13,12
72,65,12,11
72,65,11,10
72,65,10,2
72,65,16,8
72,65,18,17
72,65,17,9
72,65,20,19
72,65,19,18
72,65,18,10
72,65,10,1
72,65,22,21
72,65,21,20
72,65,20,12
72,65,12,4
72,65,24,16
72,65,16,15
72,65,26,25
72,65,25,17
72,65,28,27
72,65,27,26
72,65,26,18
72,65,18,9
72,65,30,29
72,65,29,28
72,65,28,20
72,65,20,11
72,65,11,3
72,65,32,24
72,65,34,33
72,65,33,25
72,65,36,35
72,65,35,34
72,65,34,26
72,65,26,17
72,65,38,37
72,65,37,36
72,65,36,28
72,65,28,19
72,65,19,11
72,65,11,2
72,65,42,41
72,65,41,33
72,65,44,43
72,65,43,42
72,65,42,34
72,65,34,25
72,65,46,45
72,65,45,44
72,65,44,36
72,65,36,27
72,65,27,19
72,65,19,10
72,65,10,3
72,65,51,50
72,65,50,49
72,65,49,41
72,65,53,52
72,65,55,47
72,65,47,40
72,65,40,32
72,65,32,31
72,65,31,24
72,65,24,23
72,65,23,16
72,65,16,7
72,65,59,58
72,65,58,57
72,65,57,49
72,65,61,60
72,65,63,56
72,65,56,55
72,65,55,54
72,65,54,53
72,65,53,45
72,65,45,37
72,65,37,29
72,65,29,21
72,65,68,67
72,65,67,66
72,65,66,58
72,65,58,50
72,65,50,42
72,65,42,33
72,65,70,63
72,65,4,5
72,65,14,15
72,65,15,7
72,65,22,23
72,65,23,31
72,65,31,30
72,65,30,22
72,65,40,48
72,65,48,47
72,65,47,39
72,65,39,31
72,65,31,22
72,65,22,14
72,65,14,6
72,65,39,40
72,65,40,31
72,65,38,39
72,65,56,64
72,65,64,63
72,65,63,55
72,65,55,46
72,65,46,47
72,65,47,56
72,65,56,48
72,65,48,39
72,65,39,32
72,65,32,23
72,65,51,52
72,65,52,44
72,65,44,35
72,65,35,27
72,65,27,18
72,65,18,11
72,65,11,4
72,65,70,69
72,65,59,60
72,65,60,52
72,65,52,43
72,65,43,35
72,65,35,26
72,65,26,19
72,65,19,12
72,65,12,3
72,65,61,62
72,65,62,63
72,65,63,54
72,65,54,46
72,65,46,38
72,65,38,30
72,65,30,21
72,65,21,13
72,65,13,5
72,65,68,69
72,65,43,51
72,65,51,59
72,65,59,67
72,65,67,58
72,65,58,49
72,65,49,42
72,65,60,68
72,65,68,59
72,65,59,50
72,65,50,41
72,65,53,61
72,65,61,69
72,65,69,60
72,65,60,51
72,65,51,42
72,65,42,35
72,65,35,28
72,65,54,62
72,65,62,70
72,65,70,61
72,65,15,23
72,65,23,14
72,65,14,5
72,65,34,43
72,65,43,36
72,65,52,61
72,65,61,54
72,65,54,45
72,65,45,36
72,65,36,29
72,65,44,53
72,65,53,62
72,65,28,37
72,65,37,46
72,65,46,39
72,65,39,30
72,65,30,23
72,65,55,64
72,65,20,29
72,65,29,38
72,65,38,47
72,65,47,54
72,65,61,68
72,65,12,21
72,65,21,14
72,65,14,7
72,65,46,53
72,65,53,60
72,65,60,67
72,65,4,13
72,65,13,22
72,65,22,15
72,65,15,6
72,65,30,37
72,65,37,44
72,65,44,51
72,65,51,58
72,65,15,24
72,65,48,55
72,65,55,62
72,65,62,69
72,65,31,38
72,65,38,45
72,65,45,52
72,65,52,59
72,65,59,66
72,65,8,15
72,65,22,29
72,65,43,50
72,65,50,57
72,65,21,28
72,65,6,13
72,65,13,20
72,65,20,27
72,65,27,34
72,65,34,41
72,65,5,12
72,65,26,33
72,65,18,25
72,65,10,17
72,65,2,9
Level,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
