2471
1	1 1	1 3	1 2	1 4	145.566613693102
2	1 1	1 3	1 4	1 6	-55.86111853352773
3	1 1	1 3	1 6	1 8	-10.989967085741881
4	1 1	1 3	1 8	1 10	-70.24933932567224
5	1 1	1 3	1 10	1 12	84.57357018600294
6	1 1	1 3	1 12	1 14	-10.311347024646006
7	1 1	1 3	1 14	1 16	-6.454072059349253
8	1 1	1 3	1 16	1 18	-60.77130297511514
9	1 1	1 3	1 18	1 20	52.75961014697885
10	1 1	1 3	1 20	1 22	6.133254054387544
11	1 1	1 3	1 5	1 7	-21.532468751396998
12	1 1	1 3	1 7	1 9	-146.75385174416058
13	1 1	1 3	1 9	1 11	140.11066985042743
14	1 1	1 3	1 11	1 13	14.466898906500965
15	1 1	1 3	1 13	1 15	-10.100784981638949
16	1 1	1 3	1 15	1 17	-96.35553387951222
17	1 1	1 3	1 17	1 19	66.81663099600232
18	1 1	1 3	1 19	1 21	24.816407167831805
19	1 1	1 3	1 21	1 23	-0.6142895714396304
20	1 1	1 3	1 23	1 25	-65.03437433558378
21	1 1	1 3	1 22	1 24	-1.8029380343646242
22	1 1	1 3	1 24	1 26	-47.875297466580506
23	1 1	1 3	1 26	1 28	31.713954718272117
24	1 1	1 3	1 28	1 30	10.5161411252464
25	1 1	1 3	1 30	1 32	1.3721881954517405
26	1 1	1 3	1 32	1 34	-37.016243877835755
27	1 1	1 3	1 34	1 36	20.22724839549995
28	1 1	1 3	1 36	1 38	9.932443303616033
29	1 1	1 3	1 38	1 40	2.9246181717823525
30	1 1	1 3	1 40	1 42	-28.0261341743182
31	1 1	1 3	1 25	1 27	34.957714327000424
32	1 1	1 3	1 27	1 29	20.62762798563784
33	1 1	1 3	1 29	1 31	4.418161630922482
34	1 1	1 3	1 31	1 33	-45.681257428806994
35	1 1	1 3	1 33	1 35	19.766459829408127
36	1 1	1 3	1 35	1 37	15.645730660875302
37	1 1	1 3	1 37	1 39	5.813960876963864
38	1 1	1 3	1 39	1 41	-32.265317347582055
39	1 1	1 3	1 41	1 43	11.824743329012009
